Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Imaging,67,low vs high,validation,0.8301488833746897,Age
RandomForest,no,Imaging,67,low vs high,generalization,0.8568036147675631,Age
RandomForest,no,Imaging,68,low vs high,validation,0.8507518796992481,Age
RandomForest,no,Imaging,68,low vs high,generalization,0.8723121266388675,Age
RandomForest,no,Imaging,69,low vs high,validation,0.873015873015873,Age
RandomForest,no,Imaging,69,low vs high,generalization,0.8715703062705065,Age
RandomForest,no,Imaging,70,low vs high,validation,0.8546277665995976,Age
RandomForest,no,Imaging,70,low vs high,generalization,0.8700959246720086,Age
RandomForest,no,Imaging,71,low vs high,validation,0.8624557260920898,Age
RandomForest,no,Imaging,71,low vs high,generalization,0.8649255129562577,Age
RandomForest,no,Imaging,72,low vs high,validation,0.8458138811079987,Age
RandomForest,no,Imaging,72,low vs high,generalization,0.8590170934584734,Age
RandomForest,no,Imaging,73,low vs high,validation,0.8466021825396826,Age
RandomForest,no,Imaging,73,low vs high,generalization,0.8697233805222591,Age
RandomForest,no,Imaging,74,low vs high,validation,0.842869718309859,Age
RandomForest,no,Imaging,74,low vs high,generalization,0.8697239251774487,Age
RandomForest,no,Imaging,75,low vs high,validation,0.8635103635103635,Age
RandomForest,no,Imaging,75,low vs high,generalization,0.8671444381990648,Age
RandomForest,no,Imaging,76,low vs high,validation,0.8624565325384997,Age
RandomForest,no,Imaging,76,low vs high,generalization,0.8601271007350666,Age
RandomForest,no,Imaging,77,low vs high,validation,0.8530769230769231,Age
RandomForest,no,Imaging,77,low vs high,generalization,0.8708344771092318,Age
RandomForest,no,Imaging,78,low vs high,validation,0.8654870624048706,Age
RandomForest,no,Imaging,78,low vs high,generalization,0.8593885482978436,Age
RandomForest,no,Imaging,79,low vs high,validation,0.9015970824949698,Age
RandomForest,no,Imaging,79,low vs high,generalization,0.8723115819836778,Age
RandomForest,no,Imaging,80,low vs high,validation,0.8654661016949152,Age
RandomForest,no,Imaging,80,low vs high,generalization,0.8693568275795959,Age
RandomForest,no,Imaging,81,low vs high,validation,0.8752256458138812,Age
RandomForest,no,Imaging,81,low vs high,generalization,0.8656629760831014,Age
RandomForest,no,Imaging,82,low vs high,validation,0.8495580808080807,Age
RandomForest,no,Imaging,82,low vs high,generalization,0.8686226323838904,Age
RandomForest,no,Imaging,83,low vs high,validation,0.8688326196239059,Age
RandomForest,no,Imaging,83,low vs high,generalization,0.8712015747070845,Age
RandomForest,no,Imaging,84,low vs high,validation,0.8569915254237288,Age
RandomForest,no,Imaging,84,low vs high,generalization,0.8697271931085867,Age
RandomForest,no,Imaging,85,low vs high,validation,0.893380526577248,Age
RandomForest,no,Imaging,85,low vs high,generalization,0.8675137144176764,Age
RandomForest,no,Imaging,86,low vs high,validation,0.8361576602020963,Age
RandomForest,no,Imaging,86,low vs high,generalization,0.8719439397306353,Age
RandomForest,no,Imaging,87,low vs high,validation,0.8721301219893649,Age
RandomForest,no,Imaging,87,low vs high,generalization,0.8645595046687843,Age
RandomForest,no,Imaging,88,low vs high,validation,0.874371227364185,Age
RandomForest,no,Imaging,88,low vs high,generalization,0.8560612497440121,Age
RandomForest,no,Imaging,89,low vs high,validation,0.8764662074101656,Age
RandomForest,no,Imaging,89,low vs high,generalization,0.8689815601538979,Age
RandomForest,no,Imaging,90,low vs high,validation,0.8426178660049628,Age
RandomForest,no,Imaging,90,low vs high,generalization,0.8689864620506049,Age
RandomForest,no,Imaging,91,low vs high,validation,0.8736291126620139,Age
RandomForest,no,Imaging,91,low vs high,generalization,0.8712026640174638,Age
